date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain,hour,weekday,is_weekend,pollution_lag1,pollution_lag3,pollution_lag6,pollution_lag24,pollution_level
2010-01-06 12:00:00,28.0,-24,-10.0,1034.0,0,59.0,0,0,12,2,0,42.0,29.0,21.0,27.0,0
2010-01-06 13:00:00,36.0,-22,-10.0,1033.0,1,4.02,0,0,13,2,0,28.0,34.0,25.0,39.0,0
2010-01-06 14:00:00,48.0,-22,-9.0,1033.0,1,5.81,0,0,14,2,0,36.0,42.0,20.0,41.0,0
2010-01-06 15:00:00,49.0,-22,-8.0,1033.0,3,0.89,0,0,15,2,0,48.0,28.0,29.0,33.0,0
2010-01-06 16:00:00,52.0,-22,-8.0,1033.0,1,1.79,0,0,16,2,0,49.0,36.0,34.0,50.0,1
2010-01-06 17:00:00,56.0,-21,-9.0,1033.0,1,3.58,0,0,17,2,0,52.0,48.0,42.0,56.0,1
2010-01-06 18:00:00,96.0,-22,-9.0,1033.0,1,5.37,0,0,18,2,0,56.0,49.0,28.0,59.0,1
2010-01-06 19:00:00,75.0,-22,-14.0,1034.0,3,0.89,0,0,19,2,0,96.0,52.0,36.0,60.0,1
2010-01-06 20:00:00,105.0,-22,-12.0,1035.0,1,1.79,0,0,20,2,0,75.0,56.0,48.0,84.0,2
2010-01-06 21:00:00,132.0,-21,-14.0,1034.0,1,3.58,0,0,21,2,0,105.0,96.0,49.0,106.0,2
2010-01-06 22:00:00,93.0,-22,-16.0,1035.0,1,5.37,0,0,22,2,0,132.0,75.0,52.0,66.0,1
2010-01-06 23:00:00,131.0,-21,-16.0,1035.0,1,7.16,0,0,23,2,0,93.0,105.0,56.0,50.0,2
2010-01-07 00:00:00,127.0,-21,-16.0,1035.0,1,8.95,0,0,0,3,0,131.0,132.0,96.0,56.0,2
2010-01-07 01:00:00,130.0,-21,-16.0,1035.0,3,0.45,0,0,1,3,0,127.0,93.0,75.0,77.0,2
2010-01-07 02:00:00,43.0,-22,-18.0,1036.0,3,1.34,0,0,2,3,0,130.0,131.0,105.0,50.0,0
2010-01-07 03:00:00,37.0,-23,-15.0,1036.0,1,4.02,0,0,3,3,0,43.0,127.0,132.0,44.0,0
2010-01-07 04:00:00,30.0,-24,-16.0,1035.0,1,7.15,0,0,4,3,0,37.0,130.0,93.0,27.0,0
2010-01-07 05:00:00,28.0,-25,-15.0,1035.0,1,10.28,0,0,5,3,0,30.0,43.0,131.0,28.0,0
2010-01-07 06:00:00,24.0,-24,-15.0,1035.0,1,14.3,0,0,6,3,0,28.0,37.0,127.0,21.0,0
2010-01-07 07:00:00,23.0,-25,-13.0,1036.0,0,4.92,0,0,7,3,0,24.0,30.0,130.0,25.0,0
2010-01-07 08:00:00,24.0,-24,-14.0,1036.0,1,4.02,0,0,8,3,0,23.0,28.0,43.0,20.0,0
2010-01-07 09:00:00,27.0,-23,-12.0,1036.0,1,8.94,0,0,9,3,0,24.0,24.0,37.0,29.0,0
2010-01-07 10:00:00,40.0,-22,-11.0,1036.0,1,12.96,0,0,10,3,0,27.0,23.0,30.0,34.0,0
2010-01-07 11:00:00,42.0,-20,-10.0,1036.0,1,16.09,0,0,11,3,0,40.0,24.0,28.0,42.0,0
2010-01-07 12:00:00,42.0,-21,-9.0,1035.0,1,19.22,0,0,12,3,0,42.0,27.0,24.0,28.0,0
2010-01-07 13:00:00,55.0,-21,-8.0,1034.0,1,21.01,0,0,13,3,0,42.0,40.0,23.0,36.0,1
2010-01-07 14:00:00,52.0,-20,-7.0,1033.0,1,22.8,0,0,14,3,0,55.0,42.0,24.0,48.0,1
2010-01-07 15:00:00,51.0,-20,-7.0,1032.0,1,24.59,0,0,15,3,0,52.0,42.0,27.0,49.0,1
2010-01-07 16:00:00,57.0,-18,-8.0,1032.0,1,26.38,0,0,16,3,0,51.0,55.0,40.0,52.0,1
2010-01-07 17:00:00,50.0,-19,-9.0,1032.0,1,28.17,0,0,17,3,0,57.0,52.0,42.0,56.0,0
2010-01-07 18:00:00,54.0,-19,-11.0,1032.0,0,0.89,0,0,18,3,0,50.0,51.0,42.0,96.0,1
2010-01-07 19:00:00,67.0,-18,-11.0,1033.0,1,1.79,0,0,19,3,0,54.0,57.0,55.0,75.0,1
2010-01-07 20:00:00,106.0,-19,-15.0,1032.0,0,1.79,0,0,20,3,0,67.0,50.0,52.0,105.0,2
2010-01-07 21:00:00,159.0,-19,-14.0,1032.0,3,0.45,0,0,21,3,0,106.0,54.0,51.0,132.0,3
2010-01-07 22:00:00,198.0,-21,-14.0,1032.0,3,1.34,0,0,22,3,0,159.0,67.0,57.0,93.0,3
2010-01-07 23:00:00,190.0,-21,-16.0,1032.0,3,2.23,0,0,23,3,0,198.0,106.0,50.0,131.0,3
2010-01-08 00:00:00,210.0,-21,-17.0,1031.0,1,1.79,0,0,0,4,0,190.0,159.0,54.0,127.0,4
2010-01-08 01:00:00,195.0,-19,-16.0,1031.0,1,3.58,0,0,1,4,0,210.0,198.0,67.0,130.0,3
2010-01-08 02:00:00,275.0,-20,-16.0,1031.0,0,0.89,0,0,2,4,0,195.0,190.0,106.0,43.0,4
2010-01-08 03:00:00,164.0,-19,-15.0,1030.0,2,0.89,0,0,3,4,0,275.0,210.0,159.0,37.0,3
2010-01-08 04:00:00,110.0,-18,-15.0,1030.0,3,0.45,0,0,4,4,0,164.0,195.0,198.0,30.0,2
2010-01-08 05:00:00,100.0,-18,-15.0,1029.0,3,1.34,0,0,5,4,0,110.0,275.0,190.0,28.0,1
2010-01-08 06:00:00,81.0,-18,-15.0,1029.0,1,1.79,0,0,6,4,0,100.0,164.0,210.0,24.0,1
2010-01-08 07:00:00,71.0,-16,-13.0,1029.0,0,0.89,0,0,7,4,0,81.0,110.0,195.0,23.0,1
2010-01-08 08:00:00,66.0,-16,-12.0,1029.0,2,0.89,0,0,8,4,0,71.0,100.0,275.0,24.0,1
2010-01-08 09:00:00,92.0,-16,-12.0,1030.0,2,1.78,0,0,9,4,0,66.0,81.0,164.0,27.0,1
2010-01-08 10:00:00,135.0,-17,-10.0,1030.0,0,0.89,0,0,10,4,0,92.0,71.0,110.0,40.0,2
2010-01-08 11:00:00,155.0,-16,-10.0,1029.0,3,0.89,0,0,11,4,0,135.0,66.0,100.0,42.0,3
2010-01-08 12:00:00,198.0,-16,-9.0,1028.0,2,3.13,0,0,12,4,0,155.0,92.0,81.0,42.0,3
2010-01-08 13:00:00,250.0,-15,-8.0,1026.0,2,4.92,0,0,13,4,0,198.0,135.0,71.0,55.0,4
2010-01-08 14:00:00,200.0,-16,-8.0,1026.0,3,0.89,0,0,14,4,0,250.0,155.0,66.0,52.0,3
2010-01-08 15:00:00,231.0,-16,-8.0,1025.0,3,1.78,0,0,15,4,0,200.0,198.0,92.0,51.0,4
2010-01-08 16:00:00,250.0,-16,-8.0,1025.0,3,2.67,0,0,16,4,0,231.0,250.0,135.0,57.0,4
2010-01-08 17:00:00,212.0,-17,-8.0,1025.0,2,0.89,0,0,17,4,0,250.0,200.0,155.0,50.0,4
2010-01-08 18:00:00,219.0,-17,-9.0,1026.0,3,0.45,0,0,18,4,0,212.0,231.0,198.0,54.0,4
2010-01-08 19:00:00,227.0,-17,-11.0,1026.0,3,1.34,0,0,19,4,0,219.0,250.0,250.0,67.0,4
2010-01-08 20:00:00,226.0,-17,-12.0,1026.0,3,1.79,0,0,20,4,0,227.0,212.0,200.0,106.0,4
2010-01-08 21:00:00,225.0,-18,-14.0,1027.0,1,1.79,0,0,21,4,0,226.0,219.0,231.0,159.0,4
2010-01-08 22:00:00,168.0,-16,-9.0,1027.0,1,4.92,0,0,22,4,0,225.0,227.0,250.0,198.0,3
2010-01-08 23:00:00,169.0,-16,-11.0,1027.0,1,6.71,0,0,23,4,0,168.0,226.0,212.0,190.0,3
2010-01-09 00:00:00,165.0,-17,-13.0,1027.0,3,0.89,0,0,0,5,1,169.0,225.0,219.0,210.0,3
2010-01-09 01:00:00,159.0,-17,-13.0,1027.0,1,3.13,0,0,1,5,1,165.0,168.0,227.0,195.0,3
2010-01-09 02:00:00,167.0,-17,-14.0,1027.0,1,4.92,0,0,2,5,1,159.0,169.0,226.0,275.0,3
2010-01-09 03:00:00,196.0,-17,-15.0,1027.0,1,8.05,0,0,3,5,1,167.0,165.0,225.0,164.0,3
2010-01-09 04:00:00,169.0,-17,-13.0,1027.0,1,9.84,0,0,4,5,1,196.0,159.0,168.0,110.0,3
2010-01-09 05:00:00,155.0,-19,-16.0,1027.0,1,13.86,0,0,5,5,1,169.0,167.0,169.0,100.0,3
2010-01-09 06:00:00,119.0,-18,-15.0,1027.0,1,17.88,0,0,6,5,1,155.0,196.0,165.0,81.0,2
2010-01-09 07:00:00,106.0,-19,-15.0,1027.0,1,21.9,0,0,7,5,1,119.0,169.0,159.0,71.0,2
2010-01-09 08:00:00,93.0,-18,-14.0,1028.0,1,25.92,0,0,8,5,1,106.0,155.0,167.0,66.0,1
2010-01-09 09:00:00,84.0,-18,-9.0,1029.0,0,5.81,0,0,9,5,1,93.0,119.0,196.0,92.0,1
2010-01-09 10:00:00,73.0,-17,-7.0,1029.0,0,11.62,0,0,10,5,1,84.0,106.0,169.0,135.0,1
2010-01-09 11:00:00,66.0,-17,-6.0,1030.0,0,17.43,0,0,11,5,1,73.0,93.0,155.0,155.0,1
2010-01-09 12:00:00,40.0,-16,-6.0,1029.0,0,23.24,0,0,12,5,1,66.0,84.0,119.0,198.0,0
2010-01-09 13:00:00,49.0,-16,-5.0,1029.0,0,28.16,0,0,13,5,1,40.0,73.0,106.0,250.0,0
2010-01-09 14:00:00,50.0,-15,-4.0,1029.0,0,33.08,0,0,14,5,1,49.0,66.0,93.0,200.0,0
2010-01-09 15:00:00,49.0,-14,-4.0,1028.0,0,37.1,0,0,15,5,1,50.0,40.0,84.0,231.0,0
2010-01-09 16:00:00,41.0,-15,-4.0,1029.0,0,38.89,0,0,16,5,1,49.0,49.0,73.0,250.0,0
2010-01-09 17:00:00,37.0,-15,-4.0,1030.0,1,1.79,0,0,17,5,1,41.0,50.0,66.0,212.0,0
2010-01-09 18:00:00,45.0,-15,-7.0,1030.0,0,3.13,0,0,18,5,1,37.0,49.0,40.0,219.0,0
2010-01-09 19:00:00,44.0,-15,-6.0,1031.0,1,3.13,0,0,19,5,1,45.0,41.0,49.0,227.0,0
2010-01-09 20:00:00,54.0,-15,-7.0,1032.0,1,4.92,0,0,20,5,1,44.0,37.0,50.0,226.0,1
2010-01-09 21:00:00,50.0,-15,-6.0,1032.0,0,3.13,0,0,21,5,1,54.0,45.0,49.0,225.0,0
2010-01-09 22:00:00,47.0,-15,-8.0,1033.0,3,0.45,0,0,22,5,1,50.0,44.0,41.0,168.0,0
2010-01-09 23:00:00,66.0,-15,-8.0,1033.0,3,0.9,0,0,23,5,1,47.0,54.0,37.0,169.0,1
2010-01-10 00:00:00,75.0,-15,-11.0,1033.0,1,0.89,0,0,0,6,1,66.0,50.0,45.0,165.0,1
2010-01-10 01:00:00,82.0,-17,-13.0,1033.0,1,1.78,0,0,1,6,1,75.0,47.0,44.0,159.0,1
2010-01-10 02:00:00,66.0,-17,-12.0,1033.0,1,4.91,0,0,2,6,1,82.0,66.0,54.0,167.0,1
2010-01-10 03:00:00,83.0,-17,-13.0,1033.0,1,8.04,0,0,3,6,1,66.0,75.0,50.0,196.0,1
2010-01-10 04:00:00,62.0,-19,-14.0,1032.0,1,9.83,0,0,4,6,1,83.0,82.0,47.0,169.0,1
2010-01-10 05:00:00,40.0,-18,-13.0,1032.0,1,12.96,0,0,5,6,1,62.0,66.0,66.0,155.0,0
2010-01-10 06:00:00,23.0,-19,-13.0,1032.0,1,16.09,0,0,6,6,1,40.0,83.0,75.0,119.0,0
2010-01-10 07:00:00,25.0,-19,-14.0,1033.0,1,19.22,0,0,7,6,1,23.0,62.0,82.0,106.0,0
2010-01-10 08:00:00,27.0,-19,-14.0,1034.0,1,22.35,0,0,8,6,1,25.0,40.0,66.0,93.0,0
2010-01-10 09:00:00,35.0,-17,-12.0,1033.0,1,24.14,0,0,9,6,1,27.0,23.0,83.0,84.0,0
2010-01-10 10:00:00,50.0,-16,-7.0,1033.0,0,4.02,0,0,10,6,1,35.0,25.0,62.0,73.0,0
2010-01-10 11:00:00,70.0,-15,-7.0,1033.0,1,3.13,0,0,11,6,1,50.0,27.0,40.0,66.0,1
2010-01-10 12:00:00,75.0,-15,-7.0,1032.0,1,6.26,0,0,12,6,1,70.0,35.0,23.0,40.0,1
2010-01-10 13:00:00,58.0,-14,-6.0,1031.0,1,9.39,0,0,13,6,1,75.0,50.0,25.0,49.0,1
2010-01-10 14:00:00,70.0,-14,-6.0,1031.0,1,12.52,0,0,14,6,1,58.0,70.0,27.0,50.0,1
2010-01-10 15:00:00,68.0,-13,-5.0,1030.0,1,14.31,0,0,15,6,1,70.0,75.0,35.0,49.0,1
2010-01-10 16:00:00,71.0,-14,-5.0,1031.0,1,16.1,0,0,16,6,1,68.0,58.0,50.0,41.0,1
2010-01-10 17:00:00,88.0,-14,-6.0,1031.0,1,19.23,0,0,17,6,1,71.0,70.0,70.0,37.0,1
2010-01-10 18:00:00,84.0,-13,-7.0,1032.0,1,23.25,0,0,18,6,1,88.0,68.0,75.0,45.0,1
2010-01-10 19:00:00,83.0,-15,-6.0,1032.0,1,27.27,0,0,19,6,1,84.0,71.0,58.0,44.0,1
2010-01-10 20:00:00,66.0,-15,-6.0,1033.0,1,30.4,0,0,20,6,1,83.0,88.0,70.0,54.0,1
2010-01-10 21:00:00,27.0,-15,-4.0,1034.0,1,35.32,0,0,21,6,1,66.0,84.0,68.0,50.0,0
2010-01-10 22:00:00,24.0,-16,-4.0,1034.0,1,44.26,0,0,22,6,1,27.0,83.0,71.0,47.0,0
2010-01-10 23:00:00,22.0,-17,-5.0,1035.0,1,52.31,0,0,23,6,1,24.0,66.0,88.0,66.0,0
2010-01-11 00:00:00,23.0,-17,-6.0,1035.0,1,60.36,0,0,0,0,0,22.0,27.0,84.0,75.0,0
2010-01-11 01:00:00,27.0,-17,-8.0,1035.0,3,0.89,0,0,1,0,0,23.0,24.0,83.0,82.0,0
2010-01-11 02:00:00,23.0,-19,-11.0,1036.0,1,4.02,0,0,2,0,0,27.0,22.0,66.0,66.0,0
2010-01-11 03:00:00,17.0,-20,-11.0,1036.0,1,8.94,0,0,3,0,0,23.0,23.0,27.0,83.0,0
2010-01-11 04:00:00,17.0,-21,-11.0,1035.0,0,4.02,0,0,4,0,0,17.0,27.0,24.0,62.0,0
2010-01-11 05:00:00,16.0,-22,-12.0,1035.0,1,3.13,0,0,5,0,0,17.0,23.0,22.0,40.0,0
2010-01-11 06:00:00,16.0,-22,-12.0,1035.0,0,4.92,0,0,6,0,0,16.0,17.0,23.0,23.0,0
2010-01-11 07:00:00,20.0,-22,-13.0,1036.0,1,5.81,0,0,7,0,0,16.0,17.0,27.0,25.0,0
2010-01-11 08:00:00,20.0,-22,-9.0,1036.0,1,13.86,0,0,8,0,0,20.0,16.0,23.0,27.0,0
2010-01-11 09:00:00,18.0,-22,-10.0,1036.0,1,21.91,0,0,9,0,0,20.0,16.0,17.0,35.0,0
2010-01-11 10:00:00,25.0,-22,-9.0,1036.0,1,29.06,0,0,10,0,0,18.0,20.0,17.0,50.0,0
2010-01-11 11:00:00,26.0,-21,-9.0,1036.0,1,33.08,0,0,11,0,0,25.0,20.0,16.0,70.0,0
2010-01-11 12:00:00,27.0,-20,-6.0,1035.0,1,42.02,0,0,12,0,0,26.0,18.0,16.0,75.0,0
2010-01-11 13:00:00,28.0,-19,-5.0,1034.0,1,50.96,0,0,13,0,0,27.0,25.0,20.0,58.0,0
2010-01-11 14:00:00,15.0,-19,-5.0,1033.0,1,59.01,0,0,14,0,0,28.0,26.0,20.0,70.0,0
2010-01-11 15:00:00,24.0,-20,-5.0,1033.0,1,66.16,0,0,15,0,0,15.0,27.0,18.0,68.0,0
2010-01-11 16:00:00,13.0,-20,-5.0,1032.0,1,71.97,0,0,16,0,0,24.0,28.0,25.0,71.0,0
2010-01-11 17:00:00,13.0,-20,-5.0,1033.0,1,76.89,0,0,17,0,0,13.0,15.0,26.0,88.0,0
2010-01-11 18:00:00,13.0,-20,-7.0,1033.0,1,81.81,0,0,18,0,0,13.0,24.0,27.0,84.0,0
2010-01-11 19:00:00,17.0,-22,-7.0,1033.0,1,85.83,0,0,19,0,0,13.0,13.0,28.0,83.0,0
2010-01-11 20:00:00,20.0,-22,-8.0,1033.0,1,89.85,0,0,20,0,0,17.0,13.0,15.0,66.0,0
2010-01-11 21:00:00,27.0,-23,-10.0,1033.0,1,91.64,0,0,21,0,0,20.0,13.0,24.0,27.0,0
2010-01-11 22:00:00,20.0,-23,-13.0,1033.0,1,93.43,0,0,22,0,0,27.0,17.0,13.0,24.0,0
2010-01-11 23:00:00,15.0,-22,-12.0,1032.0,3,0.89,0,0,23,0,0,20.0,20.0,13.0,22.0,0
